Data transakcji,Miasto/Gmina,Obręb,Zbyte prawo,Pu lokalu [m2],Pow. przynależna [m2],Pom. przynależne,Cena 1m2 bez VAT [zł],Zakt.cena bez VAT [zł],Program użytkowy,Kondygnacja,Sprzedał,Kupił
2020-10-19,Gdańsk, Łostowice,własność-własność,60.2,1.95,komórka lokatorska,6106.73,367625.41,"pokój:2,pokój z aneksem kuchennym:1,łazienka z wc:1,korytarz:1",3.0,deweloper,osoba fizyczna
2021-01-12,Gdynia, Witomino Radiostacja,spółdzielcze wł. prawo,52.4,0.0,brak,6106.87,320000.0,pokój:999,5.0,osoba fizyczna,osoba fizyczna
2020-12-02,Gdańsk, Klukowo,własność-własność,102.34,0.0,brak,6107.09,625000.0,"pokój:3,pokój z aneksem kuchennym:1,łazienka z wc:1,wc:1,garderoba:1,korytarz:1,wiatrołap:1,klatka schodowa:1,pomieszczenie gospodarcze:1,magazyn:1,garaż:1",1.0,deweloper,osoba fizyczna
2020-09-02,Gdynia, Chwarzno - Wiczlino,własność-własność,68.86,0.0,brak,6107.14,420538.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,wc:1,przedpokój:1",2.0,deweloper,osoba fizyczna
2020-10-29,Gdańsk, Siedlce,własność-własność,32.74,0.0,brak,6108.74,200000.0,"pokój:1,kuchnia:1,łazienka:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2020-09-28,Gdańsk, Osowa,własność-własność,66.5,0.0,brak,6109.96,406312.1,"pokój:3,łazienka:1,przedpokój:1,wiatrołap:1",1.0,deweloper,osoba fizyczna
2020-08-14,Gdańsk, Ujeścisko,własność-własność,63.83,0.0,komórka lokatorska,6109.98,390000.0,"pokój:3,kuchnia:1",3.0,osoba fizyczna,osoba fizyczna
2020-08-14,Gdańsk, Ujeścisko,własność-własność,63.830000000000005,7.93,piwnica,6109.98,390000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2020-09-28,Gdańsk, Jasień,własność-własność,47.28,4.28,piwnica,6110.17,288888.89,"pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",1.0,deweloper,osoba fizyczna
2021-02-22,Gdańsk, Łostowice,własność-własność,65.1,6.5,piwnica,6111.75,397875.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1,korytarz:1",3.0,deweloper,osoba fizyczna
2021-05-31,Gdynia, Wielki Kack,własność-własność,40.06,0.0,brak,6113.51,244907.41,ilość izb:2,2.0,deweloper,osoba fizyczna
2021-07-19,Gdynia, Chylonia,własność-własność,46.29,0.0,brak,6113.63,283000.0,ilość izb:3,5.0,osoba fizyczna,osoba fizyczna
2021-01-26,Gdańsk, Orunia Górna,spółdzielcze wł. prawo,73.6,1.0,brak,6114.13,450000.0,"pokój:3,kuchnia:1,łazienka z wc:1",3.0,osoba fizyczna,osoba fizyczna
2020-12-21,Gdynia, Chwarzno - Wiczlino,własność-własność,79.8,0.0,brak,6115.29,488000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,garderoba:1,pomieszczenie gospodarcze:1",0.0,deweloper,osoba fizyczna
2020-10-16,Gdańsk, Stare Miasto,własność-własność,64.59,0.0,brak,6115.5,395000.0,"pokój:3,kuchnia:1,łazienka:1,wc:0,przedpokój:1,spiżarka:0",4.0,osoba fizyczna,spółka prawa handlowego
2020-08-14,Gdańsk, Łostowice,własność-własność,50.69,0.1,komórka lokatorska,6115.6,310000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1",3.0,osoba fizyczna,osoba fizyczna
2020-08-26,Gdańsk, Łostowice,własność-własność,47.18,0.0,brak,6116.41,288572.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",5.0,deweloper,osoba fizyczna
2020-09-17,Gdańsk, Łostowice,własność-własność,31.02,0.0,brak,6117.24,189756.76,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,korytarz:1",4.0,deweloper,osoba fizyczna
2021-01-19,Gdynia, Witomino Radiostacja,własność-własność,42.5,3.81,piwnica,6117.65,260000.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2020-10-01,Gdańsk, Jasień,własność-własność,24.42,2.06,"BRAK, komórka lokatorska",6117.71,149394.44,"pokój:1,łazienka z wc:1,przedpokój:1",4.0,deweloper,osoba fizyczna
2021-02-24,Gdańsk, Łostowice,własność-własność,65.6,7.5,piwnica,6118.14,401350.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1,korytarz:1",1.0,deweloper,osoba fizyczna
2020-07-10,Gdynia, Chwarzno - Wiczlino,własność-własność,74.16,0.0,brak,6118.93,453780.0,"pokój:3,pokój z aneksem kuchennym:1,łazienka:1,wc:1,przedpokój:1",4.0,deweloper,osoba fizyczna
2020-08-04,Gdynia, Obłuże,spółdzielcze wł. prawo,53.1,0.0,brak,6120.53,325000.0,"pokój:3,kuchnia:1",5.0,osoba fizyczna,osoba fizyczna
2020-09-16,Gdynia, Cisowa,spółdzielcze wł. prawo,53.1,4.79,piwnica,6120.53,325000.0,ilość izb:4,2.0,osoba fizyczna,osoba fizyczna
2020-09-16,Gdynia, Cisowa,spółdzielcze wł. prawo,53.1,4.79,piwnica,6120.53,325000.0,ilość izb:4,2.0,osoba fizyczna,osoba fizyczna
2020-11-05,Gdynia, Cisowa,własność-własność,53.1,1.57,piwnica,6120.53,325000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:11",11.0,osoba fizyczna,osoba fizyczna
2020-10-02,Gdynia, Grabówek,własność-własność,66.17,0.0,brak,6120.6,405000.0,ilość izb:4,1.0,osoba fizyczna,spółka prawa handlowego
2021-04-30,Gdynia, Grabówek,własność-własność,66.17,0.0,brak,6120.6,405000.0,ilość izb:4,1.0,spółka prawa handlowego,spółka prawa handlowego
2020-08-13,Gdańsk, Łostowice,własność-własność,65.1,0.0,brak,6120.71,398458.39,"pokój:3,aneks kuchenny:1,łazienka:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2021-08-24,Gdynia, Pogórze,spółdzielcze wł. prawo,62.9,0.0,nie podano,6120.83,385000.0,pokój:0,5.0,osoba fizyczna,osoba fizyczna
2020-07-06,Gdynia, Chwarzno - Wiczlino,własność-własność,57.78,0.0,brak,6122.15,353738.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1,garderoba:1",2.0,deweloper,osoba fizyczna
2020-05-20,Gdańsk, Żabianka,własność-własność,31.85,1.0,nie podano,6122.45,195000.0,"pokój:2,kuchnia:1,łazienka z wc:1,przedpokój:1",1.0,spółka prawa handlowego,osoba fizyczna
2020-08-13,Gdynia, Chwarzno - Wiczlino,własność-własność,53.25,0.0,brak,6123.92,326099.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,wc:1,przedpokój:1",2.0,deweloper,osoba fizyczna
2021-06-28,Gdynia, Obłuże,własność-własność,64.5,8.5,piwnica,6124.03,395000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:2",3.0,osoba fizyczna,osoba fizyczna
2020-08-24,Gdynia, Cisowa,spółdzielcze wł. prawo,46.7,4.0,piwnica,6124.2,286000.0,ilość izb:3,2.0,osoba fizyczna,osoba fizyczna
2020-09-25,Gdańsk, Nowy Port,własność-własność,49.8,0.0,brak,6124.5,305000.0,"pokój:2,kuchnia:1,łazienka z wc:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2021-03-11,Gdynia, Cisowa,własność-własność,44.9,3.14,piwnica,6124.72,275000.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2020-10-23,Gdańsk, Łostowice,własność-własność,37.65,2.54,komórka lokatorska,6125.44,230622.98,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,korytarz:1",5.0,deweloper,osoba fizyczna
2020-06-09,Gdańsk, Szadółki,własność-własność,52.85,2.86,komórka lokatorska,6127.06,323815.0,"pokój:2,kuchnia:1,łazienka:1,korytarz:1",2.0,deweloper,osoba fizyczna
2021-06-08,Gdynia, Pogórze,własność-własność,62.44,0.0,miejsce postojowe,6128.3,382651.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",1.0,deweloper,osoba fizyczna
2021-01-20,Gdańsk, Łostowice,własność-własność,46.29,3.04,komórka lokatorska,6129.07,283714.53,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",4.0,deweloper,osoba fizyczna
2020-10-16,Gdańsk, Łostowice,własność-własność,44.52,0.0,brak,6129.4,272881.09,"pokój:2,pokój z aneksem kuchennym:1,łazienka z wc:1,korytarz:1",2.0,deweloper,osoba fizyczna
2020-11-24,Gdynia, Grabówek,własność-własność,34.25,0.0,brak,6131.39,210000.0,ilość izb:2,4.0,osoba fizyczna,osoba fizyczna
2021-04-14,Gdańsk, Maćkowy,własność-własność,46.59,3.86,komórka lokatorska,6131.96,285687.96,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,korytarz:1",2.0,deweloper,osoba fizyczna
2020-12-02,Gdańsk, Łostowice,własność-własność,50.26,0.0,brak,6132.75,308232.0,"pokój:2,kuchnia:1,łazienka z wc:1,przedpokój:1",2.0,deweloper,osoba fizyczna
2021-03-31,Gdynia, Witomino Radiostacja,spółdzielcze wł. prawo,37.5,0.0,brak,6133.33,230000.0,ilość izb:3,11.0,osoba fizyczna,osoba fizyczna
2020-12-08,Gdańsk, Łostowice,własność-własność,29.31,0.0,brak,6133.61,179776.0,"pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",5.0,deweloper,osoba fizyczna
2020-12-04,Gdańsk, Jasień,własność-własność,57.83,2.26,"BRAK, komórka lokatorska",6134.86,354778.7,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1,pomieszczenie gospodarcze:1",1.0,deweloper,osoba fizyczna
2020-10-12,Gdańsk, Orunia,własność-własność,40.75,0.0,brak,6134.97,250000.0,"pokój:2,kuchnia:1,łazienka z wc:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2021-01-13,Gdańsk, Zaspa Młyniec,własność-własność,48.9,1.9,piwnica,6134.97,300000.0,"pokój:2,kuchnia:1,łazienka:1,wc:1,przedpokój:1",5.0,osoba fizyczna,osoba fizyczna
2020-06-29,Gdynia, Pogórze,własność-własność,45.3,3.4,piwnica,6136.87,278000.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2021-03-12,Gdynia, Chylonia,spółdzielcze wł. prawo,53.6,1.89,piwnica,6138.06,329000.0,ilość izb:4,7.0,osoba fizyczna,osoba fizyczna
2021-06-17,Gdynia, Chwarzno - Wiczlino,własność-własność,92.77,12.39,piwnica,6138.24,569444.44,ilość izb:5,3.0,osoba fizyczna przedsiębiorca,osoba fizyczna
2020-08-19,Gdańsk, Szadółki,własność-własność,42.35,0.0,brak,6139.32,260000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",2.0,deweloper,osoba fizyczna
2020-06-15,Gdynia, Cisowa,własność-własność,53.099999999999994,3.77,piwnica,6139.36,326000.0,ilość izb:4,3.0,osoba fizyczna,osoba fizyczna
2021-03-15,Gdańsk, Maćkowy,własność-własność,64.99,0.1,strych,6139.41,399000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2020-09-11,Gdynia, Leszczynki,własność-własność,50.0,4.16,piwnica,6140.0,307000.0,"pokój:2,kuchnia:1,łazienka:2,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2021-05-11,Gdańsk, Maćkowy,własność-własność,39.82,2.88,komórka lokatorska,6141.53,244555.54,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",3.0,deweloper,osoba fizyczna
2020-07-14,Gdynia, Oksywie,własność-własność,36.79,2.42,piwnica,6142.97,226000.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",5.0,osoba fizyczna,osoba fizyczna
2020-10-26,Gdańsk, Łostowice,własność-własność,31.01,0.0,brak,6143.19,190500.22,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,korytarz:1",3.0,deweloper,osoba fizyczna
2021-03-19,Sopot, Sopot,własność-własność,117.2,999.0,nie podano,6143.34,720000.0,"pokój:3,kuchnia:1,łazienka:1,przedpokój:2,korytarz:1",3.0,osoba fizyczna,osoba fizyczna
2021-04-21,Gdynia, Grabówek,spółdzielcze wł. prawo,45.57,4.5,piwnica,6144.39,280000.0,ilość izb:4,3.0,osoba fizyczna,osoba fizyczna
2021-08-31,Gdynia, Witomino Radiostacja,własność-własność,53.7,2.15,piwnica,6145.25,330000.0,"pokój:3,kuchnia:1,łazienka:1,przedpokój:1",2.0,"przeds., spółka, firma","przeds., spółka, firma"
2020-07-16,Gdańsk, Łostowice,własność-własność,55.34,0.0,brak,6145.43,340088.0,"pokój:2,kuchnia:1,łazienka z wc:1,przedpokój:1",5.0,deweloper,osoba fizyczna
2021-06-23,Gdynia, Cisowa,spółdzielcze wł. prawo,46.05,1.42,"brak, PIWNICA",6145.49,283000.0,ilość izb:4,4.0,osoba fizyczna,osoba fizyczna
2020-07-03,Gdynia, Dąbrowa,własność-własność,96.0,12.2,piwnica,6145.83,590000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",99.0,osoba fizyczna,osoba fizyczna
2020-09-08,Gdańsk, Osowa,własność-własność,40.75,2.17,komórka lokatorska,6146.26,250460.08,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",3.0,deweloper,osoba fizyczna
2020-09-08,Gdynia, Cisowa,własność-własność,61.0,3.36,piwnica,6147.54,375000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2020-10-15,Gdynia, Karwiny,własność-własność,48.8,6.75,piwnica,6147.54,300000.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2021-03-22,Gdańsk, Piecki Migowo,własność-własność,239.12,0.0,brak,6147.54,1470000.0,pokój:5,1.0,deweloper,osoba fizyczna
2021-04-22,Gdańsk, Łostowice,własność-własność,44.32,0.0,brak,6148.47,272500.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",6.0,deweloper,osoba fizyczna
2021-04-19,Gdynia, Pustki Cisowskie - Demptowo,własność-własność,60.01,3.81,piwnica,6148.98,369000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2020-12-10,Gdańsk, Szadółki,własność-własność,51.71,3.18,komórka lokatorska,6149.68,318000.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",2.0,deweloper,osoba fizyczna
2021-01-11,Gdańsk, Jasień,własność-własność,37.49,0.0,brak,6149.69,230551.85,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",1.0,deweloper,osoba fizyczna
2020-10-08,Gdańsk, Jasień,własność-własność,23.19,0.0,brak,6150.16,142622.22,"pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",5.0,deweloper,osoba fizyczna
2020-10-08,Gdańsk, Jasień,własność-własność,23.19,0.0,brak,6150.16,142622.22,"pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",5.0,deweloper,osoba fizyczna
2020-10-23,Gdańsk, Łostowice,własność-własność,39.58,0.0,brak,6151.83,243489.48,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,korytarz:1",5.0,deweloper,osoba fizyczna
2020-07-15,Gdańsk, Suchanino,własność-własność,52.0,2.98,piwnica,6153.85,320000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",3.0,osoba fizyczna,"przeds., spółka, firma"
2020-11-26,Gdynia, Chylonia,własność-własność,43.06,0.0,brak,6154.2,265000.0,ilość izb:3,4.0,osoba fizyczna,"przeds., spółka, firma"
2021-03-29,Gdynia, Wielki Kack,własność-własność,115.69,0.0,brak,6154.38,712000.0,"pokój:4,pokój z aneksem kuchennym:1,łazienka:2,przedpokój:2",1.0,osoba fizyczna,osoba fizyczna
2020-05-18,Gdynia, Wielki Kack,własność-własność,52.32,9.66,piwnica,6154.43,322000.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2020-11-17,Gdańsk, Łostowice,własność-własność,66.26,2.02,komórka lokatorska,6155.51,407864.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",2.0,deweloper,osoba fizyczna
2020-11-27,Gdańsk, Klukowo,własność-własność,102.27,0.0,brak,6156.54,629629.63,"pokój:3,pokój z aneksem kuchennym:1,łazienka z wc:1,wc:1,garderoba:1,korytarz:1,wiatrołap:1,klatka schodowa:1,pomieszczenie gospodarcze:1,magazyn:1,garaż:1",1.0,deweloper,osoba fizyczna
2020-05-22,Gdańsk, Maćkowy,własność-własność,44.1,0.0,brak,6157.43,271542.67,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,garderoba:1,korytarz:1",2.0,deweloper,osoba fizyczna
2021-03-30,Gdynia, Obłuże,spółdzielcze wł. prawo,66.9,0.0,brak,6158.45,412000.0,"pokój:4,kuchnia:1",5.0,osoba fizyczna,osoba fizyczna
2020-07-31,Gdańsk, Osowa,własność-własność,83.4,0.0,brak,6158.63,513629.33,"antresola:1,ilość izb:2",3.0,deweloper,osoba fizyczna
2020-09-18,Gdynia, Oksywie,własność-własność,95.78,0.0,miejsce postojowe,6159.95,590000.0,"pokój:3,pokój z aneksem kuchennym:1,łazienka:2,korytarz:3,klatka schodowa:1,pomieszczenie gospodarcze:1",1.0,deweloper,osoba fizyczna
2020-10-20,Gdańsk, Nowy Port,własność-własność,48.7,0.0,brak,6160.16,300000.0,"pokój:2,kuchnia:1,łazienka z wc:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2020-10-06,Gdańsk, Stogi,własność-własność,28.4,0.0,brak,6161.97,175000.0,"pokój:2,kuchnia:1,łazienka:1,wc:1,przedpokój:1",2.0,osoba fizyczna,osoba fizyczna
2021-04-22,Gdańsk, Łostowice,własność-własność,44.32,0.0,brak,6162.0,273100.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",2.0,deweloper,osoba fizyczna
2020-08-25,Gdańsk, Piecki Migowo,własność-własność,64.9,4.9,komórka lokatorska,6163.33,400000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",2.0,osoba fizyczna,osoba fizyczna
2020-11-18,Gdynia, Cisowa,spółdzielcze wł. prawo,60.02,3.0,piwnica,6164.61,370000.0,ilość izb:4,3.0,osoba fizyczna,osoba fizyczna
2020-09-14,Gdynia, Pogórze,spółdzielcze wł. prawo,46.23,0.0,brak,6164.83,285000.0,"pokój:2,kuchnia:1",4.0,osoba fizyczna,osoba fizyczna
2020-10-09,Gdańsk, Łostowice,własność-własność,45.61,1.97,komórka lokatorska,6165.23,281196.06,"pokój:2,kuchnia:1,łazienka z wc:1,korytarz:1",3.0,deweloper,osoba fizyczna
2020-06-22,Gdańsk, Kiełpinek,własność-własność,40.27,0.0,brak,6165.43,248282.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",5.0,deweloper,osoba fizyczna
2020-10-22,Gdańsk, Łostowice,własność-własność,36.09,3.75,komórka lokatorska,6165.55,222514.73,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,korytarz:1",5.0,deweloper,osoba fizyczna
2020-08-26,Gdynia, Cisowa,spółdzielcze wł. prawo,60.01,1.89,piwnica,6165.64,370000.0,ilość izb:4,5.0,osoba fizyczna,osoba fizyczna
2020-10-28,Gdańsk, Łostowice,własność-własność,36.08,2.35,komórka lokatorska,6165.64,222456.15,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,korytarz:1",5.0,deweloper,osoba fizyczna
2021-05-10,Gdynia, Pogórze,własność-własność,60.01,3.93,piwnica,6165.64,370000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2021-08-31,Gdynia, Karwiny,własność-własność,60.01,2.52,piwnica,6165.64,370000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2021-05-10,Gdynia, Oksywie,własność-własność,32.5,0.0,brak,6165.66,200384.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",1.0,deweloper,osoba fizyczna
2021-03-24,Gdynia, Obłuże,własność-własność,44.6,3.24,piwnica,6165.92,275000.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",10.0,osoba fizyczna,osoba fizyczna
2020-10-28,Gdańsk, Wrzeszcz,własność-własność,45.4,1.0,nie podano,6167.4,280000.0,"pokój:2,kuchnia:1,łazienka z wc:1,przedpokój:1,spiżarka:1",3.0,osoba fizyczna,osoba fizyczna
2020-10-16,Gdynia, Cisowa,własność-własność,72.96,3.78,piwnica,6167.76,450000.0,"pokój:4,kuchnia:1,łazienka:1,wc:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2020-09-02,Gdańsk, Szadółki,własność-własność,38.18,1.62,"komórka lokatorska, MIEJSCE POSTOJOWE",6168.15,235500.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,korytarz:1",1.0,deweloper,osoba fizyczna
2021-09-06,Gdynia, Chylonia,własność-własność,46.199999999999996,1.7,piwnica,6168.83,285000.0,"pokój:3,kuchnia:1,łazienka:1,przedpokój:1",7.0,osoba fizyczna,osoba fizyczna
2020-07-02,Gdańsk, Osowa,własność-własność,56.7,25.2,"garaż, PIWNICA",6172.84,350000.0,"pokój:3,łazienka:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2021-07-05,Gdańsk, Oliwa,własność-własność,48.6,0.0,brak,6172.84,300000.0,"pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2021-01-21,Gdańsk, Łostowice,własność-własność,64.38,0.0,brak,6173.34,397439.33,"pokój:3,pokój z aneksem kuchennym:1,łazienka z wc:1,wc:1,korytarz:1",5.0,deweloper,osoba fizyczna
2020-08-10,Gdańsk, Orunia Górna,spółdzielcze wł. prawo,66.4,1.0,brak,6174.7,410000.0,"pokój:3,kuchnia:1,łazienka z wc:1",2.0,osoba fizyczna,osoba fizyczna
2021-07-13,Gdynia, Dąbrowa,własność-własność,78.54,4.46,nie podano,6175.2,485000.0,"pokój:3,kuchnia:1,łazienka:2,przedpokój:1,klatka schodowa:1",4.0,osoba fizyczna,osoba fizyczna
2020-09-25,Gdańsk, Jasień,własność-własność,68.29,4.1,"BRAK, komórka lokatorska",6176.76,421811.11,"pokój:3,pokój z aneksem kuchennym:1,łazienka:2,przedpokój:1",4.0,deweloper,osoba fizyczna
2021-04-15,Gdynia, Dąbrowa,własność-własność,93.9,5.0,piwnica,6176.78,580000.0,"pokój:4,kuchnia:1,łazienka:1,przedpokój:1,antresola:1",4.0,osoba fizyczna,osoba fizyczna
2020-07-02,Gdańsk, Osowa,własność-własność,56.21,1.96,komórka lokatorska,6177.25,347223.22,"pokój:2,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",5.0,deweloper,osoba fizyczna
2020-05-20,Gdynia, Oksywie,własność-własność,52.6,1.73,piwnica,6178.71,325000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2020-07-03,Gdańsk, Długie Ogrody,własność-własność,56.32,0.0,brak,6178.98,348000.0,ilość izb:3,4.0,spółka prawa handlowego,osoba fizyczna
2021-03-15,Gdynia, Pogórze,spółdzielcze wł. prawo,62.55,0.0,brak,6179.06,386500.0,"pokój:3,kuchnia:1",2.0,osoba fizyczna,osoba fizyczna
2020-11-09,Gdańsk, Łostowice,własność-własność,44.46,0.0,brak,6179.33,274732.88,"pokój:2,pokój z aneksem kuchennym:1,łazienka z wc:1,korytarz:1",4.0,deweloper,osoba fizyczna
2021-02-23,Gdynia, Witomino Leśniczówka,własność-własność,53.4,15.9,piwnica,6179.78,330000.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",3.0,"przeds., spółka, firma",osoba fizyczna
2021-06-07,Gdynia, Śródmieście z Portem,własność-własność,59.870000000000005,16.19,piwnica,6180.06,370000.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1,spiżarka:1",2.0,osoba fizyczna,osoba fizyczna
2021-02-08,Gdańsk, Orunia Górna,własność-własność,63.1,0.0,nie podano,6180.67,390000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2021-03-30,Gdynia, Karwiny,własność-własność,63.1,4.6,piwnica,6180.67,390000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2021-05-05,Gdańsk, Stogi,własność-własność,55.8,7.8,piwnica,6182.8,345000.0,"pokój:3,kuchnia:1,łazienka:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2021-05-20,Gdynia, Chwarzno - Wiczlino,własność-własność,48.75,0.0,brak,6183.55,301448.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",1.0,deweloper,osoba fizyczna
2020-10-28,Gdańsk, Łostowice,własność-własność,50.78,0.0,brak,6183.97,314022.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",4.0,deweloper,osoba fizyczna
2021-02-16,Gdynia, Pogórze,własność-własność,63.53,0.0,"MIEJSCE POSTOJOWE, piwnica",6184.53,392903.0,"pokój:3,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",3.0,deweloper,osoba fizyczna
2020-12-09,Gdańsk, Jasień,własność-własność,60.01,2.99,"BRAK, komórka lokatorska",6184.85,371152.78,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",2.0,deweloper,osoba fizyczna
2021-03-31,Gdańsk, Wrzeszcz,własność-własność,80.83,1.0,nie podano,6185.82,500000.0,"pokój:3,kuchnia:1,łazienka:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2020-12-11,Gdynia, Dąbrowa,własność-własność,41.22,0.0,brak,6186.32,255000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1",3.0,deweloper,osoba fizyczna
2020-12-08,Gdynia, Chylonia,własność-własność,44.22,0.0,brak,6187.56,273613.89,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1,garderoba:1",2.0,deweloper,osoba fizyczna
2020-09-02,Gdynia, Chwarzno - Wiczlino,własność-własność,61.53,0.0,brak,6187.73,380731.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1,garderoba:1",1.0,deweloper,osoba fizyczna
2020-06-01,Gdynia, Dąbrowa,własność-własność,42.01,1.88,piwnica,6189.0,260000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,wc:1",4.0,osoba fizyczna,osoba fizyczna
2021-03-08,Gdańsk, Łostowice,własność-własność,71.9,0.0,brak,6189.15,445000.0,"pokój:3,pokój z aneksem kuchennym:1,łazienka:1,wc:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2020-05-22,Gdynia, Chylonia,własność-własność,45.24,0.0,brak,6189.21,280000.0,ilość izb:4,6.0,osoba fizyczna,osoba fizyczna
