Data transakcji,Miasto/Gmina,Obręb,Zbyte prawo,Pu lokalu [m2],Pow. przynależna [m2],Pom. przynależne,Cena 1m2 bez VAT [zł],Zakt.cena bez VAT [zł],Program użytkowy,Kondygnacja,Sprzedał,Kupił
2021-04-09,Gdynia, Dąbrowa,własność-własność,116.0,5.2,piwnica,4612.07,535000.0,"pokój:5,kuchnia:1,łazienka:2,przedpokój:2",5.0,osoba fizyczna,osoba fizyczna
2020-07-02,Gdynia, Mały Kack,własność-własność,43.32,27.79,piwnica,4616.81,200000.0,"pokój:2,kuchnia:1,łazienka:1,klatka schodowa:1",2.0,osoba fizyczna,osoba fizyczna
2020-09-14,Gdynia, Babie Doły,własność-własność,65.98,5.16,piwnica,4622.61,305000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",5.0,osoba fizyczna,osoba fizyczna
2021-01-28,Gdynia, Wzgórze Św. Maksymiliana,własność-własność,25.91,0.1,nie podano,4631.42,120000.0,ilość izb:2,3.0,osoba fizyczna,osoba fizyczna
2020-09-21,Gdańsk, Osowa,własność-własność,41.0,3.7,piwnica,4634.15,190000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",1.0,osoba fizyczna,"przeds., spółka, firma"
2020-10-15,Gdańsk, Długie Ogrody,własność-własność,102.3,0.0,brak,4636.69,474333.78,"pokój:3,pokój z aneksem kuchennym:1,łazienka z wc:2,przedpokój:1",7.0,deweloper,osoba fizyczna
2021-03-04,Gdynia, Obłuże,własność-własność,53.91,0.0,brak,4637.36,250000.0,ilość izb:3,1.0,osoba fizyczna,osoba fizyczna
2021-08-05,Gdynia, Chwarzno - Wiczlino,własność-własność,116.39999999999998,36.199999999999996,garaż,4639.18,540000.0,"pokój:5,kuchnia:1,łazienka:1,wc:1,korytarz:1,pomieszczenie gospodarcze:1",3.0,osoba fizyczna,osoba fizyczna
2021-07-09,Gdynia, Pogórze,własność-własność,75.3,17.7,garaż,4648.07,350000.0,ilość izb:4,2.0,osoba fizyczna,osoba fizyczna
2020-08-20,Gdynia, Witomino Radiostacja,własność-własność,41.93,0.1,piwnica,4650.61,195000.0,ilość izb:4,4.0,osoba fizyczna,osoba fizyczna
2021-05-20,Gdynia, Wielki Kack,własność-własność,72.44,0.0,brak,4664.4,337888.89,ilość izb:1,3.0,deweloper,osoba fizyczna
2021-05-26,Gdańsk, Przymorze Wielkie,własność-własność,45.0,0.0,brak,4666.67,210000.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",2.0,osoba fizyczna,osoba fizyczna
2020-06-30,Gdańsk, Łostowice,własność-własność,86.37,0.0,brak,4669.19,403278.0,"pokój:3,pokój z aneksem kuchennym:1,łazienka:2,przedpokój:1",1.0,deweloper,osoba fizyczna
2020-11-03,Gdańsk, Łostowice,własność-własność,82.27,5.31,nie podano,4670.29,384225.0,"pokój:3,pokój z aneksem kuchennym:1,łazienka z wc:1,korytarz:1",1.0,deweloper,osoba fizyczna
2020-08-17,Gdańsk, Orunia,własność-własność,42.8,0.0,nie podano,4672.9,200000.0,"pokój:2,kuchnia:1,łazienka z wc:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2020-12-18,Gdynia, Chwarzno - Wiczlino,własność-własność,88.92,42.65,"GARAŻ, piwnica",4675.45,415740.74,"pokój:3,kuchnia:4,łazienka:1,wc:1,korytarz:1,wiatrołap:1,klatka schodowa:1,pomieszczenie gospodarcze:1,garaż:1",0.0,deweloper,osoba fizyczna
2021-01-13,Gdynia, Oksywie,własność-własność,66.04,0.0,brak,4694.12,310000.0,ilość izb:3,2.0,osoba fizyczna,osoba fizyczna przedsiębiorca
2020-11-16,Gdańsk, Łostowice,własność-własność,67.97,0.0,brak,4700.0,319459.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka z wc:1,wc:1,przedpokój:1,garderoba:1",2.0,deweloper,osoba fizyczna
2020-12-21,Gdynia, Chwarzno - Wiczlino,własność-własność,87.41,41.5,"GARAŻ, piwnica",4703.25,411111.11,"pokój:3,kuchnia:4,łazienka:1,wc:1,korytarz:1,wiatrołap:1,klatka schodowa:1,pomieszczenie gospodarcze:1,garaż:1",0.0,deweloper,osoba fizyczna
2020-10-15,Gdynia, Obłuże,własność-własność,41.440000000000005,3.44,piwnica,4705.6,195000.0,ilość izb:2,100.0,osoba fizyczna,osoba fizyczna
2020-06-26,Gdynia, Chwarzno - Wiczlino,własność-własność,121.98,35.54,garaż,4706.3,574074.07,"pokój:5,pokój z aneksem kuchennym:1,łazienka:2,przedpokój:1",2.0,deweloper,osoba fizyczna
2020-12-23,Gdynia, Chwarzno - Wiczlino,własność-własność,88.32,43.12,"GARAŻ, piwnica",4707.21,415740.74,"pokój:3,kuchnia:4,łazienka:1,wc:1,korytarz:1,wiatrołap:1,klatka schodowa:1,pomieszczenie gospodarcze:1,garaż:1",0.0,deweloper,osoba fizyczna
2021-03-02,Gdynia, Pogórze,własność-własność,59.61,3.68,piwnica,4713.97,281000.0,ilość izb:4,2.0,osoba fizyczna,gmina
2020-08-03,Gdańsk, Ujeścisko,spółdzielcze wł. prawo,61.4,0.0,komórka lokatorska,4723.13,290000.0,"pokój:2,aneks kuchenny:1",1.0,osoba fizyczna,osoba fizyczna
2020-05-18,Gdynia, Chwarzno - Wiczlino,własność-własność,124.23,0.0,brak,4723.54,586805.56,"pokój:4,pokój z aneksem kuchennym:1,łazienka:1,wc:1,korytarz:2,garaż:1",1.0,deweloper,osoba fizyczna
2021-04-06,Gdynia, Oksywie,własność-własność,42.3,0.0,brak,4728.13,200000.0,ilość izb:3,1.0,osoba fizyczna,osoba fizyczna
2021-01-12,Gdynia, Chwarzno - Wiczlino,własność-własność,87.92,43.35,"GARAŻ, piwnica",4728.63,415740.74,"pokój:3,kuchnia:4,łazienka:1,wc:1,korytarz:1,wiatrołap:1,klatka schodowa:1,pomieszczenie gospodarcze:1,garaż:1",0.0,deweloper,osoba fizyczna
2020-05-06,Gdańsk, Maćkowy,własność-własność,61.35,3.17,komórka lokatorska,4740.07,290803.34,"pokój:2,pokój z aneksem kuchennym:1,łazienka z wc:1,wc:1,przedpokój:1",4.0,deweloper,osoba fizyczna
2020-12-23,Gdynia, Chwarzno - Wiczlino,własność-własność,87.7,41.85,"GARAŻ, piwnica",4740.49,415740.74,"pokój:3,kuchnia:4,łazienka:1,wc:1,korytarz:1,wiatrołap:1,klatka schodowa:1,pomieszczenie gospodarcze:1,garaż:1",0.0,deweloper,osoba fizyczna
2020-10-29,Gdańsk, Piecki Migowo,własność-własność,73.7,4.55,piwnica,4748.98,350000.0,"pokój:4,kuchnia:1,łazienka:1,wc:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2020-11-13,Gdańsk, Maćkowy,własność-własność,72.74,0.0,miejsce postojowe,4749.13,345451.7,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1,garderoba:1",4.0,deweloper,osoba fizyczna
2020-12-10,Gdynia, Leszczynki,spółdzielcze wł. prawo,52.63,0.0,nie podano,4750.14,250000.0,pokój:0,1.0,osoba fizyczna,osoba fizyczna
2020-10-19,Gdynia, Redłowo,własność-własność,52.6,0.0,brak,4752.85,250000.0,ilość izb:3,3.0,osoba fizyczna,osoba fizyczna
2020-12-11,Gdynia, Chylonia,własność-własność,79.8,20.700000000000003,piwnica,4761.9,380000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2020-09-25,Gdynia, Dąbrowa,własność-własność,41.98,0.0,brak,4764.17,200000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,wc:1",4.0,osoba fizyczna,osoba fizyczna
2021-08-28,Gdańsk, Łostowice,własność-własność,45.12,2.43,komórka lokatorska,4765.07,215000.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",3.0,"przeds., spółka, firma",osoba fizyczna przedsiębiorca
2020-09-22,Gdynia, Pogórze,własność-własność,62.900000000000006,4.5,piwnica,4769.48,300000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2020-12-23,Gdynia, Chwarzno - Wiczlino,własność-własność,88.25,42.12,"GARAŻ, piwnica",4773.9,421296.3,"pokój:3,kuchnia:4,łazienka:1,wc:1,korytarz:1,wiatrołap:1,klatka schodowa:1,pomieszczenie gospodarcze:1,garaż:1",0.0,deweloper,osoba fizyczna
2020-12-01,Gdańsk, Wrzeszcz,własność-własność,55.91,0.1,nie podano,4775.53,267000.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1,spiżarka:1",2.0,osoba fizyczna,osoba fizyczna
2020-12-01,Gdańsk, Wrzeszcz,własność-własność,55.91,1.0,nie podano,4775.53,267000.0,"pokój:2,kuchnia:1,łazienka:1,wc:1,przedpokój:1",2.0,osoba fizyczna,osoba fizyczna
2021-03-09,Gdańsk, Orunia Górna,własność-własność,62.8,2.8,piwnica,4777.07,300000.0,"pokój:3,kuchnia:1,łazienka:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2021-04-29,Gdańsk, Wrzeszcz,własność-własność,109.85,1.0,nie podano,4779.24,525000.0,"pokój:6,kuchnia:1,łazienka z wc:1,przedpokój:2",2.0,osoba fizyczna,osoba fizyczna
2020-05-04,Gdańsk, Maćkowy,własność-własność,72.19,2.7,komórka lokatorska,4779.59,345038.53,"pokój:3,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",2.0,deweloper,osoba fizyczna
2020-06-24,Gdynia, Chylonia,własność-własność,47.69,7.59,piwnica,4780.88,228000.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2021-04-08,Gdynia, Obłuże,własność-własność,59.5,1.76,piwnica,4789.92,285000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",7.0,osoba fizyczna,osoba fizyczna
2021-06-30,Gdynia, Dąbrowa,własność-własność,141.8,16.1,piwnica,4795.49,680000.0,"pokój:6,kuchnia:1,łazienka:1,przedpokój:3,wiatrołap:1,klatka schodowa:1",1.0,osoba fizyczna,osoba fizyczna
2021-07-07,Gdynia, Dąbrowa,własność-własność,52.3,17.5,komórka lokatorska,4799.24,251000.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",1.0,syndyk,gmina
2020-06-30,Gdańsk, Łostowice,własność-własność,54.52,0.0,brak,4800.0,261696.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",2.0,deweloper,osoba fizyczna
2020-11-03,Gdynia, Dąbrowa,własność-własność,53.1,4.46,piwnica,4802.26,255000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",5.0,osoba fizyczna,osoba fizyczna
2020-07-17,Gdańsk, Orunia,własność-własność,51.0,0.0,brak,4803.92,245000.0,"pokój:2,kuchnia:1,łazienka z wc:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2021-02-24,Gdynia, Wielki Kack,własność-własność,95.55000000000001,0.0,brak,4805.05,459122.22,"antresola:1,ilość izb:1",3.0,deweloper,osoba fizyczna
2020-07-17,Gdynia, Wzgórze Św. Maksymiliana,spółdzielcze wł. prawo,41.6,5.1,brak,4807.69,200000.0,ilość izb:3,999.0,osoba fizyczna,osoba fizyczna
2020-09-22,Gdynia, Leszczynki,własność-własność,53.91,0.1,brak,4822.85,260000.0,ilość izb:3,1.0,osoba fizyczna,osoba fizyczna
2020-09-29,Gdynia, Wielki Kack,własność-własność,81.93,0.0,brak,4825.71,395370.36,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,wc:1,przedpokój:1",1.0,deweloper,osoba fizyczna
2020-05-29,Gdynia, Chwarzno - Wiczlino,własność-własność,123.99,0.0,brak,4831.63,599074.07,"pokój:4,pokój z aneksem kuchennym:1,łazienka:1,wc:1,garderoba:1,korytarz:2,garaż:1",1.0,deweloper,osoba fizyczna
2021-03-12,Gdynia, Działki Leśne,własność-własność,134.5,60.3,piwnica,4832.71,650000.0,"pokój:6,kuchnia:1,łazienka:1,wc:1,przedpokój:1,garderoba:1,korytarz:2,weranda:1",2.0,osoba fizyczna,osoba fizyczna
2020-08-10,Gdańsk, Łostowice,własność-własność,45.6,3.11,komórka lokatorska,4846.49,221000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,korytarz:1",3.0,osoba fizyczna,osoba fizyczna
2020-05-29,Gdańsk, Strzyża,własność-własność,133.93,0.0,nie podano,4853.28,650000.0,"pokój:3,pokój z aneksem kuchennym:1,łazienka:1,wc:1,przedpokój:1,pomieszczenie gospodarcze:1",2.0,osoba fizyczna,osoba fizyczna
2020-12-18,Gdynia, Chwarzno - Wiczlino,własność-własność,87.56,41.74,"GARAŻ, piwnica",4853.81,425000.0,"pokój:3,kuchnia:4,łazienka:1,wc:1,korytarz:1,wiatrołap:1,klatka schodowa:1,pomieszczenie gospodarcze:1,garaż:1",0.0,deweloper,osoba fizyczna
2021-03-31,Gdańsk, Orunia,własność-własność,41.2,0.0,brak,4854.37,200000.0,"pokój:2,kuchnia:1,łazienka z wc:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2020-06-17,Gdańsk, Siedlce,własność-własność,59.68,0.0,brak,4859.25,290000.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1,garderoba:1",4.0,osoba fizyczna,osoba fizyczna przedsiębiorca
2020-08-03,Gdańsk, Łostowice,własność-własność,51.06,0.0,brak,4860.65,248185.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1,garderoba:1",3.0,deweloper,osoba fizyczna
2020-08-03,Gdańsk, Łostowice,własność-własność,51.06,0.0,brak,4860.65,248185.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1,garderoba:1",3.0,deweloper,osoba fizyczna
2020-12-22,Gdynia, Wielki Kack,własność-własność,32.62,0.0,brak,4868.07,158796.29,"pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",1.0,deweloper,osoba fizyczna
2020-09-02,Gdynia, Oksywie,własność-własność,52.949999999999996,2.42,piwnica,4872.52,258000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2021-05-12,Gdynia, Pogórze,własność-własność,48.2,2.8,piwnica,4875.52,235000.0,ilość izb:3,2.0,osoba fizyczna,spółka prawa handlowego
2021-04-30,Gdynia, Chylonia,własność-własność,26.6,2.38,piwnica,4887.22,130000.0,"pokój:1,kuchnia:1,łazienka:1,przedpokój:1",2.0,osoba fizyczna,osoba fizyczna
2020-12-31,Gdańsk, Szadółki,własność-własność,37.5,0.0,brak,4888.89,183333.33,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",1.0,deweloper,osoba fizyczna
2020-12-23,Gdynia, Chwarzno - Wiczlino,własność-własność,88.77,43.31,"GARAŻ, piwnica",4891.96,434259.26,"pokój:3,kuchnia:4,łazienka:1,wc:1,korytarz:1,wiatrołap:1,klatka schodowa:1,pomieszczenie gospodarcze:1,garaż:1",0.0,deweloper,osoba fizyczna
2020-05-04,Gdańsk, Maćkowy,własność-własność,52.71,2.36,komórka lokatorska,4896.56,258097.79,"pokój:2,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",3.0,deweloper,osoba fizyczna
2020-07-10,Gdańsk, Maćkowy,własność-własność,77.76,3.17,"komórka lokatorska, MIEJSCE POSTOJOWE",4897.93,380863.04,"pokój:2,pokój z aneksem kuchennym:1,łazienka:2,korytarz:2",3.0,deweloper,osoba fizyczna
2020-12-30,Gdańsk, Maćkowy,własność-własność,76.27,0.0,brak,4899.27,373667.67,"pokój:1,pokój z aneksem kuchennym:1,łazienka:2,korytarz:1",3.0,deweloper,osoba fizyczna
2020-06-10,Gdynia, Chwarzno - Wiczlino,własność-własność,50.55,0.0,brak,4899.62,247676.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",1.0,deweloper,osoba fizyczna
2020-06-30,Gdańsk, Łostowice,własność-własność,40.92,0.0,brak,4900.0,200508.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",1.0,deweloper,osoba fizyczna
2020-08-20,Gdańsk, Łostowice,własność-własność,42.82,0.0,brak,4900.0,209818.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",3.0,deweloper,osoba fizyczna
2020-09-02,Gdańsk, Łostowice,własność-własność,47.34,0.0,brak,4900.0,231966.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",1.0,deweloper,osoba fizyczna
2020-09-28,Gdańsk, Łostowice,własność-własność,39.0,0.0,brak,4900.0,191100.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",1.0,deweloper,osoba fizyczna
2020-08-20,Gdynia, Obłuże,spółdzielcze wł. prawo,53.0,0.0,brak,4905.66,260000.0,"pokój:3,kuchnia:1",11.0,osoba fizyczna,osoba fizyczna
2020-12-23,Gdynia, Chwarzno - Wiczlino,własność-własność,88.51,42.14,"garaż, PIWNICA",4906.33,434259.26,"pokój:3,kuchnia:4,łazienka:1,wc:1,korytarz:1,wiatrołap:1,klatka schodowa:1,pomieszczenie gospodarcze:1,garaż:1",0.0,deweloper,osoba fizyczna
2020-05-28,Gdańsk, Szadółki,własność-własność,122.12,6.22,komórka lokatorska,4913.2,600000.0,"pokój:4,pokój z aneksem kuchennym:1,łazienka z wc:2,wc:1,korytarz:2,pomieszczenie gospodarcze:1",6.0,deweloper,osoba fizyczna
2020-06-03,Gdynia, Kamienna Góra,własność-własność,81.34,0.0,brak,4917.63,400000.0,ilość izb:3,5.0,osoba fizyczna,osoba fizyczna
2020-12-02,Gdynia, Cisowa,spółdzielcze wł. prawo,73.0,3.12,piwnica,4919.18,359100.0,ilość izb:5,2.0,osoba fizyczna,osoba fizyczna
2020-07-08,Gdynia, Cisowa,własność-własność,46.7,5.08,piwnica,4925.05,230000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2021-09-10,Gdańsk, Piecki Migowo,spółdzielcze wł. prawo,41.4,1.0,brak,4927.54,204000.0,"pokój:2,kuchnia:1,łazienka z wc:1",5.0,osoba fizyczna,osoba fizyczna
2021-01-04,Gdańsk, Szadółki,własność-własność,56.71,0.0,brak,4930.87,279629.63,"pokój:2,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",5.0,deweloper,osoba fizyczna
2021-04-12,Gdańsk, Kokoszki,własność-własność,55.7,4.4,piwnica,4937.16,275000.0,"pokój:2,kuchnia:1,łazienka z wc:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2020-10-09,Gdynia, Grabówek,własność-własność,76.95,0.0,brak,4938.27,380000.0,ilość izb:4,5.0,osoba fizyczna,osoba fizyczna
2021-08-25,Gdynia, Oksywie,własność-własność,48.599999999999994,11.7,piwnica,4938.27,240000.0,"pokój:2,kuchnia:1,łazienka:1,korytarz:1",1.0,osoba fizyczna,osoba fizyczna
2021-07-26,Gdynia, Dąbrowa,własność-własność,123.5,13.19,piwnica,4939.27,610000.0,"pokój:5,kuchnia:1,łazienka:1,wc:1,przedpokój:1,spiżarka:1",5.0,osoba fizyczna,osoba fizyczna
2021-04-06,Gdańsk, Wyspa Sobieszewska,własność-własność,72.68,13.05,piwnica,4939.46,359000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2021-03-22,Gdynia, Wielki Kack,własność-własność,31.78,0.0,brak,4939.98,156992.59,ilość izb:1,2.0,deweloper,osoba fizyczna
2020-11-26,Gdańsk, Nowy Port,własność-własność,77.5,10.0,piwnica,4954.84,384000.0,"pokój:3,kuchnia:1,łazienka:1,przedpokój:1,spiżarka:1",3.0,osoba fizyczna,osoba fizyczna
2020-08-10,Gdańsk, Łostowice,własność-własność,38.34,3.08,komórka lokatorska,4955.66,190000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,korytarz:1",4.0,osoba fizyczna,osoba fizyczna
2020-12-18,Gdańsk, Orunia,własność-własność,65.55,0.0,brak,4958.05,325000.0,"pokój:2,kuchnia:1,łazienka z wc:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2021-01-11,Gdynia, Chwarzno - Wiczlino,własność-własność,123.03,18.22,garaż,4967.17,611111.11,"pokój:4,pokój z aneksem kuchennym:1,łazienka:2,korytarz:1",1.0,"przeds., spółka, firma",osoba fizyczna
2020-05-13,Gdańsk, Maćkowy,własność-własność,52.9,2.77,komórka lokatorska,4971.95,263016.3,"pokój:2,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",3.0,deweloper,osoba fizyczna
2020-08-28,Gdańsk, Łostowice,własność-własność,83.41,0.1,komórka lokatorska,4975.42,415000.0,"pokój:4,aneks kuchenny:1,łazienka:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2021-01-29,Gdynia, Chylonia,własność-własność,42.2,0.0,brak,4976.3,210000.0,ilość izb:3,5.0,osoba fizyczna,osoba fizyczna
2020-06-30,Gdańsk, Łostowice,własność-własność,51.01,3.29,komórka lokatorska,4977.4,253897.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1,garderoba:1",2.0,deweloper,osoba fizyczna
2020-08-26,Gdynia, Obłuże,spółdzielcze wł. prawo,73.9,0.0,brak,4979.7,368000.0,"pokój:4,kuchnia:1",5.0,osoba fizyczna,osoba fizyczna
2020-09-02,Gdańsk, Łostowice,własność-własność,40.84,2.76,komórka lokatorska,4981.1,203428.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",1.0,deweloper,osoba fizyczna
2020-08-27,Gdańsk, Łostowice,własność-własność,46.23,4.23,komórka lokatorska,4982.35,230334.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",1.0,deweloper,osoba fizyczna
2020-12-31,Gdańsk, Jasień,własność-własność,35.28,0.0,brak,4982.99,175800.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",5.0,deweloper,osoba fizyczna
2021-04-01,Gdynia, Witomino Radiostacja,własność-własność,41.93,0.0,piwnica,4984.5,209000.0,ilość izb:4,4.0,osoba fizyczna,osoba fizyczna
2021-04-30,Gdynia, Wielki Kack,własność-własność,56.739999999999995,0.0,brak,4985.38,282870.37,ilość izb:1,3.0,deweloper,osoba fizyczna
2020-11-02,Gdynia, Dąbrowa,własność-własność,141.29,3.04,komórka lokatorska,4989.25,704931.47,"pokój:3,pokój z aneksem kuchennym:1,łazienka z wc:2,przedpokój:2",1.0,deweloper,osoba fizyczna
2020-09-25,Gdynia, Witomino Leśniczówka,własność-własność,38.08,0.0,nie podano,4989.5,190000.0,ilość izb:3,2.0,osoba fizyczna,osoba fizyczna
2020-12-18,Gdynia, Chwarzno - Wiczlino,własność-własność,88.45,41.87,"GARAŻ, piwnica",4993.4,441666.67,"pokój:3,kuchnia:4,łazienka:1,wc:1,korytarz:1,wiatrołap:1,klatka schodowa:1,pomieszczenie gospodarcze:1,garaż:1",0.0,deweloper,osoba fizyczna
2020-05-29,Gdynia, Chwarzno - Wiczlino,własność-własność,124.77,0.0,brak,4994.37,623148.15,"pokój:4,pokój z aneksem kuchennym:1,łazienka:1,wc:1,korytarz:2,garaż:1",1.0,deweloper,osoba fizyczna
2020-12-11,Gdynia, Kamienna Góra,własność-własność,47.03,1.95,piwnica,4996.81,235000.0,"pokój:2,kuchnia:1,łazienka z wc:1,przedpokój:1",7.0,osoba fizyczna,osoba fizyczna
2021-03-24,Gdynia, Pogórze,własność-własność,60.01,6.6,piwnica,4999.17,300000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2020-07-01,Gdańsk, Łostowice,własność-własność,29.43,0.0,brak,5000.0,147150.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",2.0,deweloper,osoba fizyczna
2020-11-05,Gdańsk, Jasień,własność-własność,35.32,0.0,brak,5000.0,176600.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",5.0,deweloper,osoba fizyczna
2020-12-09,Gdańsk, Kokoszki,własność-własność,66.0,0.0,brak,5000.0,330000.0,"pokój:2,kuchnia:1,łazienka z wc:1,przedpokój:2",1.0,osoba fizyczna,"przeds., spółka, firma"
2021-02-11,Gdynia, Działki Leśne,własność-własność,52.0,0.0,brak,5000.0,260000.0,"pokój:3,łazienka:1,wc:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
